english,wylie,acip,tibetan_generated,pronunciation_generated,depth,occurrences,courses,refs,tier
all,rnams,RNAMS,རྣམས,nam,6,5,C01 C03 C04,C01:61 C03:560 C03:577 C04:152 C04:58,"TENTATIVE (machine-matched, unreviewed)"
all,thams cad,THAMS CAD,ཐམས་ཅད,tamche,7,3,C03 C04,C03:348 C03:375 C04:33,"TENTATIVE (machine-matched, unreviewed)"
all,kun,KUN,ཀུན,kun,7,3,C03,C03:328 C03:349 C03:442,"TENTATIVE (machine-matched, unreviewed)"
all,mtha' dag,MTHA' DAG,མཐའ་དག,tadak,5,2,C01 C03,C01:263 C03:552,"TENTATIVE (machine-matched, unreviewed)"
all,yongs rdzogs,YONGS RDZOGS,ཡོངས་རྫོགས,yongdzok,5,2,C01 C03,C01:111 C03:607,"TENTATIVE (machine-matched, unreviewed)"
all,ma lus pa,MA LUS PA,མ་ལུས་པ,malupa,5,2,C04 C05,C04:84 C05:240,"TENTATIVE (machine-matched, unreviewed)"
all,tshang ma,TSANG MA,ཚང་མ,tsangma,5,2,C01,C01:176 C01:246,"TENTATIVE (machine-matched, unreviewed)"
all,rnams,RNAMS,རྣམས,nam,5,2,C01 C03,C01:77 C03:492,"TENTATIVE (machine-matched, unreviewed)"
all,du ma,DU MA,དུ་མ,duma,7,2,C03,C03:349 C03:369,"TENTATIVE (machine-matched, unreviewed)"
all,ga,GA,ག,ga,7,2,C05,C05:274 C05:289,"TENTATIVE (machine-matched, unreviewed)"
all,'gro ba,'GRO BA,འགྲོ་བ,drowa,5,1,C01,C01:108,"TENTATIVE (machine-matched, unreviewed)"
all,spyi,SPYI,སྤྱི,chi,5,1,C01,C01:115,"TENTATIVE (machine-matched, unreviewed)"
all,zad par,ZAD PAR,ཟད་པར,separ,5,1,C04,C04:91,"TENTATIVE (machine-matched, unreviewed)"
all,yongs,YONGS,ཡོངས,yong,5,1,C03,C03:618,"TENTATIVE (machine-matched, unreviewed)"
all,ga,GA,ག,ga,5,1,C05,C05:61,"TENTATIVE (machine-matched, unreviewed)"
all,ga'i,GA'I,གའི,gay,5,1,C04,C04:179,"TENTATIVE (machine-matched, unreviewed)"
all,gang yin kun,GANG YIN KUN,གང་ཡིན་ཀུན,gangyin kun,5,1,C01,C01:357,"TENTATIVE (machine-matched, unreviewed)"
all,rkyang du,RKYANG DU,རྐྱང་དུ,kyang du,5,1,C01,C01:169,"TENTATIVE (machine-matched, unreviewed)"
all,su dang yang,SU DANG YANG,སུ་དང་ཡང,su dang yang,5,1,C01,C01:181,"TENTATIVE (machine-matched, unreviewed)"
all,thams do,THAMS DO,ཐམས་དོ,tamdo,5,1,C01,C01:216,"TENTATIVE (machine-matched, unreviewed)"
all,mi,MI,མི,mi,6,1,C01,C01:160,"TENTATIVE (machine-matched, unreviewed)"
all,ma,MA,མ,ma,6,1,C01,C01:134,"TENTATIVE (machine-matched, unreviewed)"
all,mtha' dag,MTHA' DAG,མཐའ་དག,tadak,7,1,C03,C03:342,"TENTATIVE (machine-matched, unreviewed)"
path,lam,LAM,ལམ,lam,5,61,C01 C02 C03 C04 C05,C01:103 C01:114 C01:116 C01:117 C01:129 C01:136 C01:137 C01:141 C01:151 C01:25 C01:26 C01:33 C01:49 C01:59 C01:67 C02:33 C02:35 C02:36 C03:332 C03:333 C03:338 C03:376 C03:402 C03:429 C03:431 C03:462 C03:477 C03:482 C03:505 C03:514 C03:522 C03:545 C03:551 C03:553 C03:554 C03:559 C03:561 C03:566 C03:574 C03:595 C03:600 C03:604 C03:608 C03:609 C04:101 C04:104 C04:106 C04:107 C04:108 C04:182 C04:33 C04:39 C04:40 C04:55 C04:81 C04:88 C04:94 C05:218 C05:243 C05:42 C05:53,"TENTATIVE (machine-matched, unreviewed)"
path,lam,LAM,ལམ,lam,7,19,C03 C04 C05,C03:296 C03:298 C03:330 C03:337 C03:348 C03:407 C03:487 C03:599 C04:183 C05:187 C05:321 C05:322 C05:323 C05:324 C05:334 C05:344 C05:346 C05:51 C05:52,"TENTATIVE (machine-matched, unreviewed)"
path,lam log,LAM LOG,ལམ་ལོག,lamlok,7,1,C03,C03:359,"TENTATIVE (machine-matched, unreviewed)"
two,gnyis,GNYIS,གཉིས,nyi,5,68,C01 C02 C03 C04 C05,C01:156 C01:196 C01:233 C01:279 C01:34 C01:398 C01:64 C01:67 C01:78 C01:85 C02:31 C02:33 C02:34 C02:38 C02:39 C02:51 C02:60 C02:64 C03:204 C03:205 C03:206 C03:208 C03:212 C03:350 C03:377 C03:414 C03:431 C03:471 C03:477 C03:494 C03:504 C03:514 C03:545 C03:583 C03:600 C04:108 C04:33 C04:39 C04:52 C04:75 C04:78 C04:88 C05:103 C05:118 C05:134 C05:136 C05:167 C05:193 C05:208 C05:229 C05:239 C05:246 C05:259 C05:266 C05:277 C05:278 C05:325 C05:38 C05:40 C05:46 C05:48 C05:54 C05:62 C05:63 C05:87 C05:90 C05:93 C05:95,"TENTATIVE (machine-matched, unreviewed)"
two,gnyis,GNYIS,གཉིས,nyi,7,7,C03 C04 C05,C03:415 C03:565 C04:127 C05:176 C05:177 C05:223 C05:226,"TENTATIVE (machine-matched, unreviewed)"
two,gnyis ka,GNYIS KA,གཉིས་ཀ,nyika,5,1,C05,C05:326,"TENTATIVE (machine-matched, unreviewed)"
two,gnyis gnyis,GNYIS GNYIS,གཉིས་གཉིས,nyinyi,5,1,C05,C05:195,"TENTATIVE (machine-matched, unreviewed)"
two,gnyis,GNYIS,གཉིས,nyi,6,1,C03,C03:162,"TENTATIVE (machine-matched, unreviewed)"
two,bden,BDEN,བདེན,den,7,1,C02,C02:66,"TENTATIVE (machine-matched, unreviewed)"
two,zung,,ཟུང,sung,7,1,C03,C03:569,"TENTATIVE (machine-matched, unreviewed)"
desire,'dod chags,'DOD CHAGS,འདོད་ཆགས,duchak,5,19,C04 C05,C04:167 C04:176 C04:178 C05:171 C05:173 C05:174 C05:175 C05:179 C05:184 C05:231 C05:280 C05:321 C05:322 C05:324 C05:330 C05:331 C05:332 C05:337 C05:338,"TENTATIVE (machine-matched, unreviewed)"
desire,snang shas,SNANG SHAS,སྣང་ཤས,nangshe,5,13,C01 C03,C01:153 C01:154 C01:155 C01:156 C01:206 C01:207 C01:208 C01:232 C01:248 C01:28 C03:440 C03:442 C03:443,"TENTATIVE (machine-matched, unreviewed)"
desire,'dod pa,'DOD PA,འདོད་པ,dupa,5,12,C01 C04 C05,C01:155 C04:173 C04:86 C05:158 C05:195 C05:325 C05:326 C05:362 C05:50 C05:51 C05:62 C05:63,"TENTATIVE (machine-matched, unreviewed)"
desire,chags,CHAGS,ཆགས,chak,5,8,C01 C04 C05,C01:101 C04:76 C05:194 C05:232 C05:327 C05:333 C05:357 C05:362,"TENTATIVE (machine-matched, unreviewed)"
desire,'dod,'DOD,འདོད,du,7,7,C03 C04 C05,C03:211 C03:616 C04:175 C05:151 C05:152 C05:176 C05:177,"TENTATIVE (machine-matched, unreviewed)"
desire,'dod,'DOD,འདོད,du,5,6,C01 C05,C01:65 C05:171 C05:316 C05:319 C05:325 C05:63,"TENTATIVE (machine-matched, unreviewed)"
desire,chags pa,CHAGS PA,ཆགས་པ,chakpa,5,3,C03 C04 C05,C03:434 C04:167 C05:335,"TENTATIVE (machine-matched, unreviewed)"
desire,'dod pas,'DOD PAS,འདོད་པས,dupe,5,3,C04,C04:188 C04:189 C04:190,"TENTATIVE (machine-matched, unreviewed)"
desire,don gnyer,DON GNYER,དོན་གཉེར,dunnyer,5,1,C03,C03:461,"TENTATIVE (machine-matched, unreviewed)"
desire,'dod pa'i,'DOD PA'I,འདོད་པའི,dupay,5,1,C04,C04:175,"TENTATIVE (machine-matched, unreviewed)"
desire,ldan 'dod,LDAN 'DOD,ལྡན་འདོད,denndu,5,1,C01,C01:278,"TENTATIVE (machine-matched, unreviewed)"
desire,bral 'dod,BRAL 'DOD,བྲལ་འདོད,drelndu,5,1,C01,C01:278,"TENTATIVE (machine-matched, unreviewed)"
desire,snag shas,SNAG SHAS,སྣག་ཤས,nakshe,5,1,C03,C03:444,"TENTATIVE (machine-matched, unreviewed)"
desire,sems,SEMS,སེམས,sem,7,1,C01,C01:69,"TENTATIVE (machine-matched, unreviewed)"
desire,chags,CHAGS,ཆགས,chak,7,1,C05,C05:321,"TENTATIVE (machine-matched, unreviewed)"
desire,zhen,ZHEN,ཞེན,shen,7,1,C03,C03:556,"TENTATIVE (machine-matched, unreviewed)"
for,phyir,PHYIR,ཕྱིར,chir,6,27,C05,C05:126 C05:129 C05:141 C05:186 C05:219 C05:243 C05:244 C05:252 C05:255 C05:258 C05:260 C05:272 C05:273 C05:275 C05:276 C05:280 C05:291 C05:292 C05:298 C05:300 C05:307 C05:322 C05:324 C05:337 C05:342 C05:50 C05:95,"TENTATIVE (machine-matched, unreviewed)"
for,phyir,PHYIR,ཕྱིར,chir,5,19,C02 C04 C05,C02:48 C04:100 C04:147 C04:148 C04:192 C04:196 C04:48 C04:53 C04:56 C04:69 C04:70 C05:104 C05:127 C05:128 C05:130 C05:131 C05:132 C05:75 C05:89,"TENTATIVE (machine-matched, unreviewed)"
for,la,LA,ལ,la,6,14,C02 C03 C05,C02:30 C02:46 C03:464 C05:175 C05:323 C05:324 C05:331 C05:340 C05:343 C05:344 C05:345 C05:346 C05:357 C05:362,"TENTATIVE (machine-matched, unreviewed)"
for,phyir du,PHYIR DU,ཕྱིར་དུ,chir du,5,2,C01,C01:175 C01:176,"TENTATIVE (machine-matched, unreviewed)"
for,las,LAS,ལས,le,6,2,C05,C05:174 C05:175,"TENTATIVE (machine-matched, unreviewed)"
for,gyi,,གྱི,gyi,6,2,C02,C02:28 C02:30,"TENTATIVE (machine-matched, unreviewed)"
for,phongs par,PHONGS PAR,ཕོངས་པར,pongpar,5,1,C01,C01:186,"TENTATIVE (machine-matched, unreviewed)"
for,la,LA,ལ,la,5,1,C03,C03:343,"TENTATIVE (machine-matched, unreviewed)"
for,pas,,པས,pe,6,1,C05,C05:317,"TENTATIVE (machine-matched, unreviewed)"
for,kyi,,ཀྱི,kyi,6,1,C02,C02:46,"TENTATIVE (machine-matched, unreviewed)"
for,gyis,GYIS,གྱིས,gyi,6,1,C02,C02:41,"TENTATIVE (machine-matched, unreviewed)"
for,gi,,གི,gi,6,1,C05,C05:340,"TENTATIVE (machine-matched, unreviewed)"
for,gis,,གིས,gi,6,1,C02,C02:42,"TENTATIVE (machine-matched, unreviewed)"
for,tu,,ཏུ,tu,6,1,C03,C03:273,"TENTATIVE (machine-matched, unreviewed)"
for,te,,ཏེ,te,6,1,C02,C02:67,"TENTATIVE (machine-matched, unreviewed)"
for,kyi,,ཀྱི,kyi,7,1,C01,C01:69,"TENTATIVE (machine-matched, unreviewed)"
for,phyir,PHYIR,ཕྱིར,chir,7,1,C03,C03:353,"TENTATIVE (machine-matched, unreviewed)"
for,'i,'I,འི,i,7,1,C03,C03:237,"TENTATIVE (machine-matched, unreviewed)"
first,dang po,DANG PO,དང་པོ,dangpo,5,46,C01 C02 C03 C04 C05,C01:131 C02:60 C03:160 C03:170 C03:202 C03:204 C03:212 C03:431 C03:477 C03:494 C04:114 C04:124 C04:125 C04:170 C04:173 C04:175 C04:178 C04:35 C04:41 C04:47 C04:52 C04:55 C04:58 C04:60 C04:65 C04:66 C04:89 C04:95 C04:96 C05:106 C05:114 C05:134 C05:136 C05:144 C05:208 C05:225 C05:229 C05:248 C05:253 C05:340 C05:38 C05:40 C05:51 C05:54 C05:74 C05:93,"TENTATIVE (machine-matched, unreviewed)"
first,thog mar,THOG MAR,ཐོག་མར,tokmar,5,9,C01 C02 C05,C01:132 C01:145 C01:27 C01:355 C01:47 C01:61 C01:64 C02:65 C05:73,"TENTATIVE (machine-matched, unreviewed)"
first,dang por,DANG POR,དང་པོར,dangpor,5,4,C01 C04 C05,C01:194 C01:388 C04:32 C05:263,"TENTATIVE (machine-matched, unreviewed)"
first,sngon du,SNGON DU,སྔོན་དུ,ngun du,5,4,C01 C03,C01:148 C01:152 C01:253 C03:586,"TENTATIVE (machine-matched, unreviewed)"
first,sngon,SNGON,སྔོན,ngun,5,3,C01 C03,C01:233 C03:184 C03:333,"TENTATIVE (machine-matched, unreviewed)"
first,dang pos,DANG POS,དང་པོས,dangpu,5,3,C04,C04:55 C04:58 C04:59,"TENTATIVE (machine-matched, unreviewed)"
first,snga ma,SNGA MA,སྔ་མ,ngama,5,2,C03 C05,C03:544 C05:245,"TENTATIVE (machine-matched, unreviewed)"
first,dang po'i,DANG PO'I,དང་པོའི,dangpoy,5,2,C03 C04,C03:212 C04:59,"TENTATIVE (machine-matched, unreviewed)"
first,sngon du btang,,སྔོན་དུ་བཏང,ngun du tang,3,1,C05,C05:309,"TENTATIVE (machine-matched, unreviewed)"
first,de'i snga rol du,DE'I SNGA ROL DU,དེའི་སྔ་རོལ་དུ,dey ngarul du,5,1,C02,C02:64,"TENTATIVE (machine-matched, unreviewed)"
first,sne zin,SNE ZIN,སྣེ་ཟིན,nesin,5,1,C03,C03:488,"TENTATIVE (machine-matched, unreviewed)"
first,dang po,DANG PO,དང་པོ,dangpo,7,1,C04,C04:171,"TENTATIVE (machine-matched, unreviewed)"
because,phyir,PHYIR,ཕྱིར,chir,5,35,C04 C05,C04:110 C04:114 C04:115 C04:146 C04:153 C04:156 C04:157 C04:162 C04:164 C04:165 C04:166 C04:182 C04:189 C04:195 C04:198 C04:46 C04:47 C04:69 C04:70 C04:73 C04:81 C04:91 C04:97 C05:115 C05:116 C05:144 C05:160 C05:47 C05:49 C05:59 C05:66 C05:75 C05:82 C05:91 C05:99,"TENTATIVE (machine-matched, unreviewed)"
because,phyir,PHYIR,ཕྱིར,chir,6,27,C04 C05,C04:67 C05:114 C05:167 C05:170 C05:172 C05:174 C05:178 C05:186 C05:187 C05:244 C05:259 C05:269 C05:278 C05:281 C05:282 C05:287 C05:297 C05:299 C05:301 C05:302 C05:303 C05:304 C05:308 C05:313 C05:323 C05:333 C05:345,"TENTATIVE (machine-matched, unreviewed)"
because,pas,,པས,pe,6,3,C04 C05,C04:190 C05:118 C05:319,"TENTATIVE (machine-matched, unreviewed)"
because,sgo nas,SGO NAS,སྒོ་ནས,go ne,3,1,C05,C05:288,"TENTATIVE (machine-matched, unreviewed)"
because,dbang gis,DBANG GIS,དབང་གིས,wang gi,3,1,C05,C05:246,"TENTATIVE (machine-matched, unreviewed)"
because,brten nas,BRTEN NAS,བརྟེན་ནས,ten ne,5,1,C01,C01:412,"TENTATIVE (machine-matched, unreviewed)"
because,de'i phyir,DE'I PHYIR,དེའི་ཕྱིར,dey chir,5,1,C04,C04:196,"TENTATIVE (machine-matched, unreviewed)"
because,lan pa,LAN PA,ལན་པ,lenpa,5,1,C01,C01:115,"TENTATIVE (machine-matched, unreviewed)"
because,rgyu mtshan gyis,RGYU MTSAN GYIS,རྒྱུ་མཚན་གྱིས,gyutsen gyi,5,1,C04,C04:184,"TENTATIVE (machine-matched, unreviewed)"
because,bshad pa'i phyir,BSHAD PA'I PHYIR,བཤད་པའི་ཕྱིར,shepay chir,5,1,C02,C02:66,"TENTATIVE (machine-matched, unreviewed)"
because,nas,NAS,ནས,ne,6,1,C05,C05:350,"TENTATIVE (machine-matched, unreviewed)"
practice,chos,CHOS,ཆོས,chu,5,12,C01 C03,C01:158 C01:159 C01:168 C01:170 C01:171 C01:174 C01:175 C01:176 C01:178 C01:182 C01:67 C03:310,"TENTATIVE (machine-matched, unreviewed)"
practice,sgrub pa,SGRUB PA,སྒྲུབ་པ,druppa,5,12,C01 C03,C01:120 C01:123 C01:144 C01:151 C01:177 C01:178 C01:179 C01:180 C01:183 C01:190 C03:463 C03:474,"TENTATIVE (machine-matched, unreviewed)"
practice,sgrub,SGRUB,སྒྲུབ,drub,5,6,C01 C03,C01:184 C03:389 C03:397 C03:400 C03:519 C03:595,"TENTATIVE (machine-matched, unreviewed)"
practice,nyams len,NYAMS LEN,ཉམས་ལེན,nyamlen,5,5,C01 C03,C01:125 C01:126 C01:316 C01:89 C03:593,"TENTATIVE (machine-matched, unreviewed)"
practice,nyams su len bya,NYAMS SU LEN BYA,ཉམས་སུ་ལེན་བྱ,nyam-su lenja,5,4,C01,C01:110 C01:116 C01:122 C01:124,"TENTATIVE (machine-matched, unreviewed)"
practice,byed pa,BYED PA,བྱེད་པ,jepa,5,2,C01,C01:161 C01:174,"TENTATIVE (machine-matched, unreviewed)"
practice,goms pa,GOMS PA,གོམས་པ,gompa,5,2,C04,C04:117 C04:62,"TENTATIVE (machine-matched, unreviewed)"
practice,nyams su len,NYAMS SU LEN,ཉམས་སུ་ལེན,nyam-su len,5,2,C03,C03:339 C03:535,"TENTATIVE (machine-matched, unreviewed)"
practice,bsgrubs,BSGRUBS,བསྒྲུབས,drup,5,2,C01 C03,C01:176 C03:309,"TENTATIVE (machine-matched, unreviewed)"
practice,sgrub pa po,SGRUB PA PO,སྒྲུབ་པ་པོ,druppapo,5,2,C01 C05,C01:59 C05:25,"TENTATIVE (machine-matched, unreviewed)"
practice,bya ba,BYA BA,བྱ་བ,jawa,5,1,C01,C01:117,"TENTATIVE (machine-matched, unreviewed)"
practice,bsgom,BSGOM,བསྒོམ,gom,5,1,C01,C01:53,"TENTATIVE (machine-matched, unreviewed)"
practice,bsgom pa,BSGOM PA,བསྒོམ་པ,gompa,5,1,C01,C01:150,"TENTATIVE (machine-matched, unreviewed)"
practice,rnal 'byor,RNAL 'BYOR,རྣལ་འབྱོར,nelnjor,5,1,C03,C03:547,"TENTATIVE (machine-matched, unreviewed)"
practice,sbyor ba,SBYOR BA,སྦྱོར་བ,jorwa,5,1,C01,C01:89,"TENTATIVE (machine-matched, unreviewed)"
practice,blang,BLANG,བླང,lang,5,1,C03,C03:608,"TENTATIVE (machine-matched, unreviewed)"
practice,bsgrub pa,BSGRUB PA,བསྒྲུབ་པ,druppa,5,1,C03,C03:309,"TENTATIVE (machine-matched, unreviewed)"
practice,bsgoms pas,BSGOMS PAS,བསྒོམས་པས,gompe,5,1,C03,C03:203,"TENTATIVE (machine-matched, unreviewed)"
practice,nyams su len pa,NYAMS SU LEN PA,ཉམས་སུ་ལེན་པ,nyam-su lenpa,5,1,C01,C01:111,"TENTATIVE (machine-matched, unreviewed)"
practice,spyod,SPYOD,སྤྱོད,chu,5,1,C03,C03:565,"TENTATIVE (machine-matched, unreviewed)"
practice,nyams su blangs,NYAMS SU BLANGS,ཉམས་སུ་བླངས,nyam-su lang,5,1,C03,C03:375,"TENTATIVE (machine-matched, unreviewed)"
practice,spyod pa'i,SPYOD PA'I,སྤྱོད་པའི,chupay,5,1,C03,C03:535,"TENTATIVE (machine-matched, unreviewed)"
practice,goms pas,GOMS PAS,གོམས་པས,gompe,5,1,C04,C04:114,"TENTATIVE (machine-matched, unreviewed)"
practice,nyams su blangs pa,NYAMS SU BLANGS PA,ཉམས་སུ་བླངས་པ,nyam-su langpa,5,1,C03,C03:512,"TENTATIVE (machine-matched, unreviewed)"
practice,'byongs,'BYONGS,འབྱོངས,jong,5,1,C03,C03:478,"TENTATIVE (machine-matched, unreviewed)"
practice,'byongs pa,'BYONGS PA,འབྱོངས་པ,jongpa,5,1,C03,C03:493,"TENTATIVE (machine-matched, unreviewed)"
practice,bsgrub pa'i yul,BSGRUB PA'I YUL,བསྒྲུབ་པའི་ཡུལ,druppay yul,5,1,C03,C03:121,"TENTATIVE (machine-matched, unreviewed)"
practice,nyam su blangs,NYAM SU BLANGS,ཉམ་སུ་བླངས,nyam-su lang,5,1,C03,C03:162,"TENTATIVE (machine-matched, unreviewed)"
practice,sgom pa'i,SGOM PA'I,སྒོམ་པའི,gompay,5,1,C04,C04:104,"TENTATIVE (machine-matched, unreviewed)"
practice,sgrub ba,SGRUB BA,སྒྲུབ་བ,drubwa,5,1,C01,C01:169,"TENTATIVE (machine-matched, unreviewed)"
practice,byed,BYED,བྱེད,je,7,1,C03,C03:201,"TENTATIVE (machine-matched, unreviewed)"
practice,sgrub,SGRUB,སྒྲུབ,drub,7,1,C03,C03:344,"TENTATIVE (machine-matched, unreviewed)"
life,tshe,TSE,ཚེ,tse,5,14,C01 C03 C04 C05,C01:154 C01:170 C01:180 C01:188 C01:28 C03:443 C03:444 C03:445 C03:449 C03:454 C04:185 C05:167 C05:194 C05:195,"TENTATIVE (machine-matched, unreviewed)"
life,srid pa,SRID PA,སྲིད་པ,sipa,5,9,C01 C03 C05,C01:136 C01:137 C01:140 C01:149 C01:26 C01:57 C03:432 C03:489 C05:71,"TENTATIVE (machine-matched, unreviewed)"
life,tshe,TSE,ཚེ,tse,7,9,C03 C04,C03:340 C03:389 C03:409 C03:414 C03:422 C03:426 C03:435 C03:444 C04:85,"TENTATIVE (machine-matched, unreviewed)"
life,srog,SROG,སྲོག,sok,5,8,C01 C03,C01:176 C01:48 C01:72 C01:89 C03:403 C03:524 C03:541 C03:544,"TENTATIVE (machine-matched, unreviewed)"
life,rten,RTEN,རྟེན,ten,5,5,C01 C03,C01:234 C01:46 C03:306 C03:535 C03:603,"TENTATIVE (machine-matched, unreviewed)"
life,srog,SROG,སྲོག,sok,7,5,C05,C05:108 C05:330 C05:340 C05:348 C05:349,"TENTATIVE (machine-matched, unreviewed)"
life,srid,SRID,སྲིད,si,5,3,C01 C03,C01:145 C01:27 C03:478,"TENTATIVE (machine-matched, unreviewed)"
life,rten,RTEN,རྟེན,ten,7,3,C03,C03:304 C03:378 C03:380,"TENTATIVE (machine-matched, unreviewed)"
life,'gro ba,'GRO BA,འགྲོ་བ,drowa,5,2,C03 C05,C03:437 C05:241,"TENTATIVE (machine-matched, unreviewed)"
life,skye,SKYE,སྐྱེ,kye,5,2,C03,C03:537 C03:538,"TENTATIVE (machine-matched, unreviewed)"
life,yang srid,YANG SRID,ཡང་སྲིད,yangsi,5,2,C04,C04:189 C04:198,"TENTATIVE (machine-matched, unreviewed)"
life,tshe rabs,TSE RABS,ཚེ་རབས,tserap,7,2,C03,C03:165 C03:426,"TENTATIVE (machine-matched, unreviewed)"
life,lus rten,LUS RTEN,ལུས་རྟེན,luten,5,1,C03,C03:375,"TENTATIVE (machine-matched, unreviewed)"
life,srog rtsa,SROG RTZA,སྲོག་རྩ,soktsa,5,1,C03,C03:472,"TENTATIVE (machine-matched, unreviewed)"
life,tshe srog,TSE SROG,ཚེ་སྲོག,tsesok,5,1,C03,C03:405,"TENTATIVE (machine-matched, unreviewed)"
life,skye ba,SKYE BA,སྐྱེ་བ,kyewa,7,1,C04,C04:154,"TENTATIVE (machine-matched, unreviewed)"
life,srid,SRID,སྲིད,si,7,1,C01,C01:27,"TENTATIVE (machine-matched, unreviewed)"
life,sku tshe,,སྐུ་ཚེ,kutse,7,1,C03,C03:343,"TENTATIVE (machine-matched, unreviewed)"
by,gyis,GYIS,གྱིས,gyi,6,18,C01 C02 C03 C05,C01:31 C01:38 C01:447 C02:32 C02:68 C03:336 C03:358 C03:364 C03:438 C03:493 C05:146 C05:164 C05:27 C05:328 C05:335 C05:338 C05:354 C05:356,"TENTATIVE (machine-matched, unreviewed)"
by,kyis,,ཀྱིས,kyi,6,15,C01 C03 C04 C05,C01:340 C03:208 C03:210 C03:405 C03:464 C04:128 C04:152 C05:130 C05:146 C05:163 C05:225 C05:275 C05:332 C05:337 C05:338,"TENTATIVE (machine-matched, unreviewed)"
by,gis,,གིས,gi,6,14,C02 C03 C04 C05,C02:23 C02:47 C02:53 C03:436 C04:63 C04:79 C04:87 C05:178 C05:290 C05:295 C05:335 C05:336 C05:337 C05:341,"TENTATIVE (machine-matched, unreviewed)"
by,sgo nas,SGO NAS,སྒོ་ནས,go ne,5,3,C03 C04,C03:395 C04:89 C04:94,"TENTATIVE (machine-matched, unreviewed)"
by,s,,,s,6,3,C01,C01:23 C01:40 C01:50,"TENTATIVE (machine-matched, unreviewed)"
by,nas,NAS,ནས,ne,6,2,C03 C04,C03:207 C04:39,"TENTATIVE (machine-matched, unreviewed)"
by,kyi,,ཀྱི,kyi,6,2,C03 C05,C03:454 C05:271,"TENTATIVE (machine-matched, unreviewed)"
by,pas,,པས,pe,6,1,C05,C05:163,"TENTATIVE (machine-matched, unreviewed)"
by,bas,,བས,be,6,1,C03,C03:388,"TENTATIVE (machine-matched, unreviewed)"
by,gi,,གི,gi,6,1,C04,C04:35,"TENTATIVE (machine-matched, unreviewed)"
by,te,,ཏེ,te,6,1,C03,C03:218,"TENTATIVE (machine-matched, unreviewed)"
by,yis,,ཡིས,yi,6,1,C05,C05:335,"TENTATIVE (machine-matched, unreviewed)"
by,des,DES,དེས,de,6,1,C02,C02:67,"TENTATIVE (machine-matched, unreviewed)"
by,r,,,r,6,1,C01,C01:36,"TENTATIVE (machine-matched, unreviewed)"
by,pas,,པས,pe,7,1,C03,C03:396,"TENTATIVE (machine-matched, unreviewed)"
like,ltar,LTAR,ལྟར,tar,6,12,C01 C03 C04 C05,C01:196 C01:214 C01:403 C01:445 C03:206 C03:353 C03:364 C03:520 C03:591 C04:118 C05:231 C05:232,"TENTATIVE (machine-matched, unreviewed)"
like,lta bu,LTA BU,ལྟ་བུ,tabu,5,11,C01 C03 C05,C01:110 C01:119 C01:133 C01:52 C01:72 C01:98 C03:203 C03:564 C03:582 C03:589 C05:163,"TENTATIVE (machine-matched, unreviewed)"
like,bzhin,BZHIN,བཞིན,shin,5,5,C03 C04 C05,C03:480 C04:164 C04:165 C05:129 C05:239,"TENTATIVE (machine-matched, unreviewed)"
like,sogs,SOGS,སོགས,sok,5,4,C03 C04,C03:407 C03:441 C03:485 C04:189,"TENTATIVE (machine-matched, unreviewed)"
like,bzhin,BZHIN,བཞིན,shin,6,4,C05,C05:126 C05:127 C05:130 C05:357,"TENTATIVE (machine-matched, unreviewed)"
like,sogs,SOGS,སོགས,sok,6,3,C01 C05,C01:179 C01:77 C05:330,"TENTATIVE (machine-matched, unreviewed)"
like,lta bu,LTA BU,ལྟ་བུ,tabu,6,3,C01,C01:264 C01:382 C01:414,"TENTATIVE (machine-matched, unreviewed)"
like,'dra,'DRA,འདྲ,dra,5,2,C04 C05,C04:25 C05:291,"TENTATIVE (machine-matched, unreviewed)"
like,bzhin du,BZHIN DU,བཞིན་དུ,shin du,5,2,C03,C03:406 C03:564,"TENTATIVE (machine-matched, unreviewed)"
like,lta bu'i,LTA BU'I,ལྟ་བུའི,tabuy,5,2,C04,C04:110 C04:131,"TENTATIVE (machine-matched, unreviewed)"
like,chags,CHAGS,ཆགས,chak,5,1,C01,C01:191,"TENTATIVE (machine-matched, unreviewed)"
like,'dra ba,'DRA BA,འདྲ་བ,drawa,5,1,C04,C04:109,"TENTATIVE (machine-matched, unreviewed)"
like,dper na,DPER NA,དཔེར་ན,per na,5,1,C03,C03:210,"TENTATIVE (machine-matched, unreviewed)"
like,'dod chags,'DOD CHAGS,འདོད་ཆགས,duchak,5,1,C03,C03:44,"TENTATIVE (machine-matched, unreviewed)"
like,lta bur,LTA BUR,ལྟ་བུར,tabur,5,1,C03,C03:372,"TENTATIVE (machine-matched, unreviewed)"
like,sogs pa,SOGS PA,སོགས་པ,sokpa,5,1,C05,C05:205,"TENTATIVE (machine-matched, unreviewed)"
like,'dra bas,'DRA BAS,འདྲ་བས,drawe,5,1,C05,C05:332,"TENTATIVE (machine-matched, unreviewed)"
like,'dra'o,'DRA'O,འདྲའོ,dra,5,1,C05,C05:33,"TENTATIVE (machine-matched, unreviewed)"
