wylie,acip,tibetan_generated,pronunciation_generated,in_acip_index,english,kind,depth,occurrences,courses,n_courses,refs,first_ref,tier,rule,generated_columns,source_corpus,source_pages,generator,layer_date
dge ba thams cad thar pa dang thams cad mkhyen pa'i rgyur dbang med du 'gro bas,,དགེ་བ་ཐམས་ཅད་ཐར་པ་དང་ཐམས་ཅད་མཁྱེན་པའི་རྒྱུར་དབང་མེད་དུ་འགྲོ་བས,gewa tamche tarpa dang tamche kyenpay gyurwang me du drowe,no,"every single virtuous act you perform leads you, despite yourself, to freedom and the state where you know all things",translation,3,1,C01,1,C01:62,C01:62,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dge bshes 'brom rin po che,,དགེ་བཤེས་འབྲོམ་རིན་པོ་ཆེ,geshe dromrinpo che,no,"the precious preceptor, Drom Tonpa",translation,3,1,C01,1,C01:159,C01:159,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dge bshes phu chung bas spyan snga ba la,,དགེ་བཤེས་ཕུ་ཆུང་བས་སྤྱན་སྔ་བ་ལ,geshe puchungwe chenngawa la,no,Geshe Puchungwa asked of Chen-ngawa,translation,3,1,C01,1,C01:54,C01:54,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dge bshes sne'u zur pa,,དགེ་བཤེས་སྣེའུ་ཟུར་པ,geshe nesurpa,no,Geshe Neusurpa,translation,3,1,C01,1,C01:97,C01:97,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dge rtsa rnams rang don yid byed kyis dbang byas nas,,དགེ་རྩ་རྣམས་རང་དོན་ཡིད་བྱེད་ཀྱིས་དབང་བྱས་ནས,getsa nam rangdun yije kyi wangje ne,no,Virtues performed the other way are altered by the fact that you are doing them for yourself,translation,3,1,C01,1,C01:60,C01:60,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dge sdig gi blang dor,,དགེ་སྡིག་གི་བླང་དོར,gedik gi langdor,no,"to do the things we should, and not do what we shouldn't",translation,3,1,C03,1,C03:427,C03:427,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dgra bcom pa'i go 'phang,,དགྲ་བཅོམ་པའི་གོ་འཕང,drachompay gopang,no,the state of a foe destroyer,translation,3,1,C02,1,C02:28,C02:28,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
"dgra mi sdug pa dang phrad pa'i sdug bsngal,",,དགྲ་མི་སྡུག་པ་དང་ཕྲད་པའི་སྡུག་བསྔལ།,dra midukpa dang trepay dungel,no,You must suffer the pain of encountering your hated enemies.,translation,3,1,C01,1,C01:235,C01:235,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dgra nag gi dka' 'grel,,དགྲ་ནག་གི་དཀའ་འགྲེལ,dranak gi kandrel,no,Difficult Points to the Black Enemy,translation,3,1,C01,1,C01:93,C01:93,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dgyes pa chen pos snga phyir stsal ba rnams,,དགྱེས་པ་ཆེན་པོས་སྔ་ཕྱིར་སྩལ་བ་རྣམས,gyepa chenpu ngachir tselwa nam,no,"Over the years, Pabongka Rinpoche imparted this profound instruction to us a number of times",translation,3,1,C01,1,C01:45,C01:45,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dkon mchog gsum,DKON MCHOG GSUM,དཀོན་མཆོག་གསུམ,konchok sum,yes,The Three Jewels,translation,3,1,C02,1,C02:24,C02:24,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dkon mchog gsum ka la,,དཀོན་མཆོག་གསུམ་ཀ་ལ,konchok sumka la,no,in all three of the Jewels,translation,3,1,C02,1,C02:28,C02:28,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dkon mchog gsum la,,དཀོན་མཆོག་གསུམ་ལ,konchok sum la,no,the Three Jewels,translation,3,1,C02,1,C02:41,C02:41,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dkon mchog gsum la skyabs su song ba la,,དཀོན་མཆོག་གསུམ་ལ་སྐྱབས་སུ་སོང་བ་ལ,konchok sum la kyab-su songwa la,no,taking refuge in the Three Jewels,translation,3,1,C02,1,C02:46,C02:46,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dman pa'i byang chub kyi rgyu 'ba' zhig tu 'gyur ba'i phyir te,,དམན་པའི་བྱང་ཆུབ་ཀྱི་རྒྱུ་འབའ་ཞིག་ཏུ་འགྱུར་བའི་ཕྱིར་ཏེ,menpay jangchub kyi gyumba shiktu gyurway chir te,no,"all they can do in the end is bring you to what is known as a ""lower enlightenment.""",translation,3,1,C01,1,C01:60,C01:60,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dmigs pa'i gtad so gang yin kun zhig pa,,དམིགས་པའི་གཏད་སོ་གང་ཡིན་ཀུན་ཞིག་པ,mikpay teso gangyin kunshikpa,no,they lose all solid appearance,translation,3,1,C01,1,C01:33,C01:33,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dngos po gsum gyi gzhi mthun du,,དངོས་པོ་གསུམ་གྱི་གཞི་མཐུན་དུ,ngupo sum gyi shitun du,no,one thing which is three different things,translation,3,1,C05,1,C05:286,C05:286,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
dngos po gsum gyi gzhi mthun pa,,དངོས་པོ་གསུམ་གྱི་གཞི་མཐུན་པ,ngupo sum gyi shitunpa,no,one thing which is simultaneously three different objects,translation,3,1,C05,1,C05:262,C05:262,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
don dam la dpyod pa'i rtags kyi dgag bya mthar thug,,དོན་དམ་ལ་དཔྱོད་པའི་རྟགས་ཀྱི་དགག་བྱ་མཐར་ཐུག,dundam la chupay tak kyi gakja tartuk,no,the final object we deny with reasoning that treats the ultimate,translation,3,1,C02,1,C02:65,C02:65,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
don dam la dpyod pa'i rtags kyi dgag bya ngos bzung ba,,དོན་དམ་ལ་དཔྱོད་པའི་རྟགས་ཀྱི་དགག་བྱ་ངོས་བཟུང་བ,dundam la chupay tak kyi gakja ngusungwa,no,what it is we deny with reasoning that treats the ultimate,translation,3,1,C02,1,C02:63,C02:63,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
